vdnumber,registered,valid,spoilt,total
97470052,2222,1260,21,1281
86820048,132,64,2,66
86743413,280,194,2,196
43620555,1011,708,0,708
76220658,725,455,3,458
54910379,1575,1095,15,1110
43413533,1271,968,10,978
86992598,198,148,2,150
43371053,1864,1567,13,1580
43370793,2684,2017,25,2042
11080279,701,501,9,510
32850389,1976,1738,12,1750
86910453,1379,1113,30,1143
97440026,1216,613,3,616
32840412,3855,3228,21,3249
43770854,1206,888,17,905
76260371,736,480,14,494
32952719,514,639,9,648
86910183,1516,971,22,993
10820124,393,284,0,284
11770073,887,483,13,496
86990080,1373,763,5,768
10850341,339,147,3,150
43504196,244,203,1,204
43350511,940,961,10,971
11640439,421,256,10,266
43730186,909,807,29,836
76340493,321,143,2,145
33020053,2780,2132,23,2155
76300275,3025,2110,22,2132
22680019,1938,1310,0,1310
43504624,254,200,5,205
43670190,1329,1001,12,1013
76321234,828,551,6,557
76240234,1136,610,3,613
32851065,4180,2599,16,2615
32910151,4608,3478,36,3514
33060574,2727,2202,38,2240
54680430,998,1065,15,1080
11560340,338,611,7,618
11770646,600,385,6,391
86870122,1676,809,17,826
54440018,767,583,6,589
97790068,541,499,0,499
32960910,1349,1193,11,1204
11620662,308,184,6,190
11800606,201,145,3,148
76460104,1236,1086,12,1098
33030111,2857,1861,26,1887
10590083,2254,1648,18,1666
97141596,1678,1220,12,1232
10910720,215,147,0,147
54260276,1329,824,28,852
22150257,453,386,3,389
43770023,284,194,4,198
43416839,294,238,6,244
97710026,2290,1870,5,1875
10870354,622,415,12,427
32861358,2150,1637,11,1648
43370399,2475,1912,25,1937
32860021,2671,1592,0,1592
76500097,389,268,1,269
32851144,1161,1569,31,1600
22410469,130,107,1,108
87020377,2318,1666,206,1872
54740156,926,794,6,800
32910476,1003,1279,14,1293
32841604,864,755,3,758
10820023,622,400,4,404
21861491,665,639,32,671
43581898,414,278,5,283
11640361,400,290,14,304
86991340,351,283,3,286
97910039,2641,2076,7,2083
76260012,1248,556,8,564
86741736,1306,764,8,772
11071055,412,310,1,311
11621012,112,84,1,85
86740173,1732,1141,27,1168
43993749,1252,976,13,989
11751601,440,282,10,292
76270462,56,38,1,39
11100047,637,459,6,465
43992805,678,396,19,415
10870972,119,90,0,90
11771603,261,182,2,184
43360365,1705,1334,24,1358
32940828,2561,1864,18,1882
86670052,1343,971,9,980
32841020,2202,1639,17,1656
76540158,331,217,5,222
43413960,769,546,12,558
76340224,429,253,1,254
10820416,550,370,1,371
43501946,981,729,8,737
86770132,493,402,5,407
11030184,803,787,2,789
11780816,727,507,12,519
32860234,2402,1417,9,1426
97280174,900,615,4,619
11610223,557,288,3,291
76350405,1325,845,11,856
10591354,861,923,6,929
43370490,1934,1507,10,1517
98070082,232,129,1,130
54880421,2049,1563,20,1583
11650070,711,503,6,509
33020020,3385,2291,18,2309
86820037,624,311,5,316
21870716,836,694,24,718
43414837,515,345,5,350
76101476,484,384,3,387
11070627,503,357,8,365
76080438,616,553,17,570
86551836,628,452,9,461
32952517,403,517,6,523
76101409,440,300,2,302
43380176,4586,3905,148,4053
97410067,1381,944,0,944
21861402,355,405,14,419
10250301,3221,2613,30,2643
11770163,577,376,0,376
11591456,129,62,0,62
33000264,4503,1119,3,1122
97800116,1255,1048,12,1060
22020196,1881,1176,25,1201
86742692,585,446,12,458
76140233,827,528,13,541
86820509,734,522,13,535
86661322,833,533,10,543
32862483,2402,1563,39,1602
33020154,2557,1898,24,1922
11600031,761,483,10,493
43582169,511,358,10,368
86910532,766,893,1,894
11390677,609,443,5,448
43622681,425,294,1,295
86790066,1239,895,43,938
97140854,2673,2170,22,2192
43991297,1047,765,19,784
44000031,763,847,7,854
33010254,2458,1792,11,1803
22250012,1445,903,13,916
11770679,819,514,6,520
43773868,151,162,1,163
76260540,455,104,9,113
86730060,2063,1549,31,1580
32870145,3971,2757,25,2782
43581988,444,347,1,348
97093402,558,540,11,551
65980053,162,116,1,117
32861897,2259,1842,16,1858
97091725,3369,2530,16,2546
43504387,197,154,0,154
22600639,741,536,10,546
43990735,546,370,21,391
76210118,792,610,6,616
11761196,135,80,1,81
54670024,229,119,3,122
65090404,474,368,11,379
97500023,1095,746,10,756
76340897,395,256,1,257
76400300,1167,649,19,668
43900129,1659,1357,28,1385
43502217,931,541,10,551
21860995,4325,2589,41,2630
43992344,533,369,7,376
43350432,892,691,91,782
11070571,595,384,5,389
11590174,607,421,0,421
10590656,2386,1990,7,1997
97141619,1797,1510,10,1520
54860171,1459,924,20,944
11630584,545,340,6,346
32863204,618,580,3,583
32950313,4400,3593,11,3604
32862292,2641,1944,17,1961
76321313,271,155,10,165
86992004,726,500,9,509
54650763,2208,1712,31,1743
43370939,1245,946,9,955
97142441,2574,1629,19,1648
43772687,295,258,5,263
54100022,1596,1685,53,1738
43361861,2640,1864,28,1892
76310197,810,725,11,736
10251335,1975,1394,23,1417
97830029,966,679,3,682
43772575,1578,1282,2,1284
32862607,5202,4273,53,4326
32861202,1441,1058,16,1074
10790456,593,445,10,455
97550039,388,221,1,222
76370722,407,217,4,221
54460032,153,112,4,116
22750332,314,337,4,341
43772148,429,295,5,300
54910728,912,776,7,783
43690338,988,679,0,679
43670404,1029,789,9,798
32851032,4511,4066,38,4104
43773307,239,180,2,182
76210253,942,509,11,520
76140121,832,442,3,445
22200118,2751,1783,43,1826
43950843,1701,1649,25,1674
76490196,740,429,10,439
76070066,947,791,8,799
97093323,1664,1514,24,1538
32951112,2434,1935,34,1969
97092311,2202,1680,5,1685
32960853,1757,1793,12,1805
10940554,452,246,3,249
43951002,1074,880,10,890
43991275,1022,834,9,843
43450040,1827,1343,34,1377
43772025,526,358,8,366
86662682,1842,1338,18,1356
97100287,2231,1742,4,1746
43361322,3264,2585,61,2646
43503252,367,275,5,280
54890174,1122,878,15,893
22150291,1161,931,16,947
43990308,93,64,1,65
86992420,83,58,1,59
54220182,262,166,6,172
11070762,603,414,3,417
65280034,929,686,9,695
65300015,252,174,2,176
76300466,894,481,10,491
11080617,332,238,5,243
97300065,868,691,9,700
86553759,152,85,1,86
11100104,748,496,9,505
10320017,314,154,3,157
22810047,151,98,2,100
11080088,1158,866,12,878
76480353,743,536,19,555
43416930,576,390,6,396
43582349,624,427,4,431
43370243,2527,1940,26,1966
10251166,3105,2289,45,2334
32863349,936,1112,10,1122
76230266,354,211,4,215
54890815,1327,1126,15,1141
11751690,481,305,4,309
86550149,537,316,2,318
10330041,657,492,10,502
32861381,1645,1144,14,1158
86550071,520,287,4,291
76250460,882,581,9,590
43625358,306,224,9,233
65160042,378,296,5,301
11770196,943,617,15,632
86992914,383,431,11,442
11590668,342,201,3,204
22400165,217,153,9,162
54890556,919,693,4,697
22820251,80,81,0,81
11752220,237,166,2,168
54910223,1258,873,6,879
43361052,1290,957,7,964
54610219,2109,1533,25,1558
32863002,292,294,5,299
76140604,1909,1043,9,1052
33061238,645,1040,13,1053
86550183,382,225,2,227
76200296,1369,678,3,681
11580072,522,324,10,334
43415030,706,579,8,587
11810157,273,165,1,166
10940532,98,26,0,26
43410529,1249,910,16,926
11600884,573,331,11,342
86992295,1154,790,0,790
97091859,2279,1638,21,1659
43774331,620,465,5,470
76250505,1304,742,19,761
86552006,164,120,3,123
11610414,604,379,5,384
76130287,961,509,5,514
76380510,463,269,16,285
86991205,3420,1792,2,1794
86870526,576,601,9,610
10840373,369,212,4,216
54610095,914,634,17,651
54220227,511,377,3,380
86661603,2416,1454,16,1470
33030043,3111,2286,12,2298
32862540,2041,1317,29,1346
76300073,921,561,8,569
11820776,251,158,8,166
97960146,1544,1290,14,1304
43370029,2426,1674,31,1705
76090350,522,862,5,867
65440537,926,745,22,767
54600094,2447,1701,27,1728
10251795,2436,1420,39,1459
43950214,1188,925,5,930
54600230,1318,1139,4,1143
11100328,143,88,4,92
21870536,383,284,6,290
76170023,1699,1151,32,1183
43670684,884,801,12,813
76101061,995,733,8,741
22020321,370,341,5,346
22820172,161,89,1,90
11771377,923,524,20,544
10890020,556,391,1,392
10300273,2353,1513,18,1531
11460417,178,125,2,127
43390492,2707,2132,11,2143
98380020,2108,1774,2,1776
32841671,1438,1493,4,1497
54430062,1130,1467,16,1483
43774735,558,502,0,502
32870651,2792,2067,36,2103
11800134,302,187,8,195
54790825,408,566,5,571
54260085,3956,2621,41,2662
87020131,4145,3018,35,3053
86660703,635,450,2,452
11560025,1094,505,6,511
22640082,73,49,0,49
11631361,515,455,7,462
65350021,1659,1240,22,1262
22490030,1818,1223,35,1258
10890200,509,366,13,379
43501801,413,277,2,279
76211524,273,219,8,227
86550082,820,433,3,436
43950652,2182,1746,21,1767
32861437,2733,1734,55,1789
86740342,483,272,8,280
32951381,2090,1515,15,1530
11390442,608,418,26,444
54890848,308,167,2,169
22420279,1113,768,2,770
32870943,2079,1604,26,1630
43771822,622,407,32,439
54610523,386,394,6,400
32940705,3786,2790,42,2832
10760093,905,763,10,773
22540159,1552,1003,29,1032
10670420,940,928,10,938
76210321,1463,846,14,860
32980248,2734,2043,34,2077
11630191,246,182,3,185
32850907,2003,1492,13,1505
33040011,1031,885,8,893
43773992,527,412,12,424
11830654,385,250,2,252
43415917,730,564,12,576
76340640,188,130,0,130
22150358,353,310,4,314
32851155,790,866,2,868
10250974,2944,2154,33,2187
65470024,2031,1319,31,1350
54320116,641,508,2,510
76140952,749,527,4,531
11821238,422,271,4,275
86700135,2985,2101,10,2111
76300310,2019,1125,18,1143
11631619,555,433,6,439
43350106,1755,1331,0,1331
76240177,981,608,7,615
54860294,448,338,9,347
11620471,351,218,0,218
11821250,329,213,2,215
33260318,1908,1514,23,1537
43771585,551,313,9,322
10210015,1160,798,10,808
33240114,1404,1001,2,1003
10840564,364,234,4,238
21860300,2940,2296,0,2296
43950528,2361,1625,11,1636
54570179,1471,683,10,693
86910431,888,667,15,682
10430176,392,298,13,311
54620197,1856,923,33,956
21861356,683,777,1,778
22400446,532,359,5,364
10900077,259,159,1,160
44060037,1938,1202,25,1227
43412554,954,622,43,665
11780524,589,333,9,342
54260456,1274,1094,11,1105
22150101,1733,1231,15,1246
11460608,319,249,7,256
43361197,3136,2805,46,2851
76230288,805,452,5,457
32950582,2219,1581,8,1589
65800054,359,181,1,182
76340336,1037,421,5,426
32861538,1158,920,10,930
32961078,520,480,2,482
43771721,1276,1018,27,1045
76480476,783,514,11,525
11831161,557,448,5,453
86741242,1459,1141,20,1161
43412341,894,568,5,573
43415108,737,558,2,560
33010962,1491,1315,24,1339
54860159,153,114,1,115
76370834,138,83,0,83
54160039,1273,1051,8,1059
43691306,443,296,5,301
54540884,534,567,15,582
22420303,802,594,21,615
76470116,1368,759,12,771
43502071,969,550,3,553
86552376,1725,1112,27,1139
76230312,461,295,3,298
76150874,220,147,1,148
76080258,1030,629,10,639
32950841,4315,3276,17,3293
97100748,1298,1017,1,1018
76351260,351,272,7,279
22640116,98,68,1,69
43361883,1110,748,8,756
97980025,1924,1574,10,1584
76300567,1103,630,21,651
43992456,412,297,5,302
33030368,1835,1364,26,1390
10870309,674,494,19,513
10251728,1061,1281,8,1289
43417469,395,321,3,324
97510013,1148,432,4,436
86660545,720,399,7,406
43625268,669,528,9,537
54610275,1620,1058,56,1114
76160178,1182,770,26,796
76290745,680,280,0,280
11570846,518,340,20,360
76480915,573,425,3,428
33000051,2659,2057,14,2071
65030071,86,56,0,56
76350135,472,298,8,306
97130954,2817,2245,15,2260
86742917,659,559,8,567
54880274,804,606,8,614
10180022,1596,1289,5,1294
10840384,355,241,4,245
54140149,967,851,20,871
43583047,2223,1698,32,1730
43501665,360,221,2,223
43370726,3345,2547,32,2579
43991163,417,374,1,375
86820330,192,95,0,95
11810304,791,419,8,427
65440289,1127,969,12,981
54550032,1109,954,1,955
76210758,1510,894,8,902
11591131,270,162,3,165
76300815,277,216,3,219
76380633,181,142,2,144
76230592,286,210,7,217
86742120,44,27,0,27
21861468,355,287,8,295
76510122,685,380,4,384
43990173,800,502,11,513
76300376,635,349,3,352
43993086,414,300,5,305
65520019,176,98,2,100
65000124,1711,1242,15,1257
10920305,178,144,3,147
86670018,1777,1414,2,1416
64930013,338,135,22,157
43590102,807,759,46,805
22810193,254,158,5,163
33010704,1691,1349,18,1367
33010782,3418,2234,21,2255
11390431,846,532,12,544
76140154,491,336,4,340
11830520,114,72,0,72
86740285,695,459,6,465
32960752,2071,2079,21,2100
11030252,1328,952,10,962
86553434,358,214,4,218
33110334,1231,941,11,952
32870819,2670,1937,21,1958
33020738,1428,1275,23,1298
11830283,530,340,4,344
11200082,825,640,2,642
97540117,1105,640,0,640
54190100,1262,1116,16,1132
32890495,3703,2959,16,2975
43773790,1190,961,5,966
65070031,318,150,8,158
43690327,1639,1285,37,1322
11620516,401,255,2,257
76080102,1907,1172,16,1188
43417368,201,125,2,127
43412903,361,130,0,130
54460087,177,143,4,147
10790131,1847,1347,5,1352
11071268,499,342,1,343
11831060,552,402,4,406
43750043,318,265,5,270
43380031,1500,1093,10,1103
76400164,1145,686,12,698
43621118,1084,767,16,783
11772031,378,307,5,312
22600280,1700,1036,17,1053
43693195,257,190,9,199
11080910,308,206,3,209
54790500,703,644,5,649
43693094,372,309,6,315
11071381,164,126,0,126
10840801,238,177,5,182
43412228,807,530,8,538
32960336,2148,1598,3,1601
10850891,191,133,0,133
43504376,141,93,1,94
32890697,3561,2548,20,2568
97120469,2726,2402,1,2403
22810182,115,51,3,54
86960021,2368,1588,22,1610
22020141,2542,1910,20,1930
11830744,771,539,5,544
11570835,398,258,2,260
33110086,306,199,5,204
86910048,1802,1404,10,1414
97141653,3016,2255,17,2272
32890833,477,1055,24,1079
76320132,610,367,9,376
11600042,795,443,12,455
21861390,398,401,0,401
32980383,3540,3499,12,3511
43418651,544,557,10,567
43994627,328,277,7,284
86910307,1002,753,8,761
76230480,748,423,9,432
11830249,1033,688,11,699
76450024,1661,842,0,842
43416738,855,741,21,762
10820696,434,321,4,325
76340448,1048,644,3,647
86991430,952,1132,12,1144
11570420,581,321,6,327
97200211,1430,825,20,845
11630360,506,288,5,293
10310050,956,831,2,833
11460428,209,148,2,150
11781008,108,86,3,89
65600041,1924,1356,16,1372
11600424,491,318,2,320
10860162,484,307,2,309
76370317,282,146,11,157
22100061,112,73,0,73
11610986,360,231,0,231
10851106,470,289,3,292
22640206,168,41,0,41
11810089,903,512,7,519
10850385,683,503,3,506
76370878,994,609,6,615
43418583,432,363,3,366
86554143,285,143,2,145
21860557,2481,1518,22,1540
32952922,753,893,0,893
43583834,175,93,1,94
54410161,751,612,17,629
76220186,1447,868,0,868
10920215,669,426,4,430
76140963,329,244,1,245
76240021,218,130,3,133
65550034,2037,1537,23,1560
43418134,751,566,7,573
98160015,2086,1219,6,1225
97090465,1949,1604,7,1611
86870357,1851,1061,18,1079
33110367,274,232,3,235
32861651,1431,937,20,957
76110218,333,467,3,470
65660115,176,303,0,303
43950517,1286,931,12,943
76211489,368,249,0,249
10910214,303,191,3,194
76270248,1420,677,13,690
97141282,2133,1499,9,1508
43622423,719,509,13,522
76080225,355,257,8,265
10251661,893,1331,7,1338
22020129,1823,1260,29,1289
86552332,430,222,3,225
22470061,1528,1100,22,1122
33060563,2313,1765,30,1795
76290824,1730,643,7,650
76370733,276,167,4,171
76290677,1204,517,2,519
54910795,674,501,7,508
10790658,476,331,5,336
86930130,2660,1994,45,2039
32860087,2342,1571,25,1596
76440089,812,613,8,621
11650597,213,120,2,122
54260197,2546,1704,33,1737
10490071,143,116,0,116
97230045,925,717,6,723
21860298,2867,2535,12,2547
43400708,1135,1105,10,1115
32951077,4624,3504,14,3518
11821407,267,219,0,219
65760105,385,302,5,307
54130126,500,421,16,437
86552455,560,466,5,471
97090689,2229,1298,9,1307
32863439,1680,1671,27,1698
76140514,437,275,2,277
86990732,297,179,3,182
54690048,289,235,7,242
11821047,208,57,3,60
65730012,1356,1051,10,1061
86553771,228,125,3,128
43460074,1291,1067,11,1078
32900295,1325,1431,22,1453
43692565,194,120,0,120
86551599,458,309,10,319
43410305,212,120,2,122
54890972,611,575,46,621
43583698,1870,1452,68,1520
54260210,2621,1418,32,1450
76340202,359,202,2,204
22600099,1516,1004,15,1019
33290030,2805,1956,9,1965
76350427,777,363,5,368
98080050,283,147,10,157
43361849,1623,944,22,966
97140685,2599,2188,7,2195
10040016,1956,1306,26,1332
11810449,377,254,0,254
86552017,857,588,18,606
86990675,216,130,3,133
32850547,3672,3160,21,3181
10600085,302,327,2,329
43900118,1692,1173,41,1214
22650162,1497,1137,32,1169
86742748,148,95,2,97
43991185,1470,1015,22,1037
32950548,2272,1907,8,1915
21860647,1546,1092,11,1103
43415748,1096,938,11,949
43993952,313,169,6,175
22640150,141,49,5,54
76350887,343,226,2,228
33070025,1749,1217,5,1222
76320873,1468,953,9,962
11830553,427,287,2,289
98180028,180,84,1,85
86870379,1864,1451,23,1474
76260124,692,395,6,401
21860625,852,579,11,590
76280711,209,138,1,139
76370902,1018,665,2,667
11030207,1012,785,14,799
86990170,806,488,10,498
43626090,311,263,3,266
21870154,1465,1021,20,1041
76110252,602,544,1,545
11781031,682,500,16,516
11821384,217,160,3,163
43994481,442,332,6,338
76210309,826,453,4,457
54410172,932,788,6,794
54670226,188,144,4,148
11071347,519,368,9,377
43400393,2632,1721,5,1726
11581095,473,321,0,321
43583069,2479,2123,32,2155
76480263,516,253,7,260
10790636,104,82,2,84
11760487,513,296,6,302
10930306,888,685,19,704
11820899,400,217,11,228
33290096,267,268,3,271
11260044,775,540,4,544
10840441,270,177,2,179
86700304,505,840,11,851
43990027,661,486,8,494
86743266,456,315,4,319
10730012,1550,1353,9,1362
11580274,984,643,7,650
76250527,1246,793,12,805
43360848,1530,1225,14,1239
65280113,31,19,0,19
97800026,1585,1085,0,1085
86660916,1528,1097,14,1111
10820607,345,168,1,169
11751050,474,337,4,341
97093378,2296,1936,13,1949
76230019,1334,767,28,795
32960820,2677,1890,47,1937
11680017,1507,1221,24,1245
11830834,389,264,8,272
32840119,3115,2375,15,2390
32861303,2702,2038,24,2062
97110367,2335,1954,5,1959
43625549,324,272,13,285
11591243,473,314,4,318
54580080,1768,1097,17,1114
43950988,2456,1795,31,1826
11590938,406,278,0,278
10870860,162,114,2,116
11571397,331,258,4,262
43411148,933,631,9,640
97091736,3974,3058,39,3097
32860694,2143,1745,2,1747
32850705,2680,1867,20,1887
21900013,2174,1521,41,1562
86663087,543,378,2,380
97520171,1611,1041,7,1048
32850255,1590,1225,10,1235
11630876,351,260,4,264
43772070,468,340,3,343
43771877,519,383,6,389
32861516,3543,1760,21,1781
11300016,121,89,1,90
86661816,1991,972,0,972
76100116,920,476,5,481
11640620,536,429,5,434
86662378,175,118,2,120
43772283,697,523,8,531
65340097,30,22,2,24
76220603,1002,713,3,716
76260157,1111,682,9,691
43622546,180,529,4,533
65330063,48,16,0,16
54600016,1545,1156,7,1163
43411890,959,647,16,663
76370991,135,104,1,105
11751599,326,247,0,247
54790342,1771,1204,18,1222
11770231,639,397,12,409
43412712,3403,1990,32,2022
76211399,123,91,1,92
76330346,904,502,5,507
43416963,204,142,2,144
22020219,731,542,8,550
10890222,334,220,2,222
86663111,408,326,5,331
43361063,1336,1105,8,1113
43371547,2728,1894,24,1918
11750969,902,539,8,547
76300792,285,263,4,267
32960460,1275,853,14,867
86990327,1379,936,18,954
32870910,3316,2318,33,2351
98270028,977,916,5,921
86900025,1697,1148,7,1155
32862472,1256,1011,16,1027
65980020,188,104,4,108
11600772,929,628,2,630
54670248,102,77,2,79
33090241,2522,1882,26,1908
43771338,503,389,13,402
65190056,676,554,6,560
97091286,3250,2507,24,2531
11801168,274,211,5,216
10851050,453,320,2,322
11070548,392,263,2,265
43411429,771,500,8,508
65470035,948,687,15,702
43994368,325,230,6,236
43670392,2321,1429,39,1468
11751634,617,438,9,447
32980260,1935,1544,22,1566
33060811,5543,4229,20,4249
10870455,916,683,13,696
65090336,426,300,4,304
76200836,210,184,1,185
32850873,4014,1988,26,2014
86742995,658,422,15,437
76270271,1673,1071,16,1087
43992838,1917,1309,33,1342
43584228,323,233,3,236
11560182,1376,786,9,795
22380027,993,732,7,739
11070324,123,74,0,74
86662648,206,135,1,136
10820236,561,383,2,385
33030177,2119,1622,19,1641
10900145,222,171,3,174
97120368,466,323,7,330
76260360,988,195,3,198
65330041,291,135,0,135
11631383,505,298,5,303
54870262,1997,1719,11,1730
65440032,1552,1344,11,1355
11590039,889,546,13,559
33040088,675,586,2,588
54470156,1197,1020,1,1021
76260203,1743,907,18,925
10590072,1956,1494,17,1511
11571083,453,310,6,316
43411632,586,442,4,446
11790121,771,535,6,541
86670322,500,426,6,432
22630058,101,29,2,31
86741185,545,320,17,337
43950573,2565,1898,20,1918
65280102,45,31,0,31
54580204,1115,701,20,721
33250452,2817,2814,65,2879
76480421,414,230,4,234
76101128,949,732,6,738
86551690,1367,730,1,731
10820270,293,197,5,202
33020413,2936,2232,19,2251
43418516,724,775,9,784
76270237,1686,890,11,901
10940037,287,158,6,164
11570868,385,274,9,283
54570168,483,311,3,314
10690017,820,814,14,828
10910315,513,340,7,347
43371772,2008,1942,27,1969
10340031,474,404,2,406
11591142,276,212,6,218
11770792,454,276,6,282
86742175,273,216,6,222
10140040,2040,1293,16,1309
76210208,480,314,3,317
76220197,1482,920,6,926
43415568,605,412,8,420
43622524,753,501,27,528
32861404,1756,1333,2,1335
86820093,86,40,0,40
54200078,477,395,11,406
22421595,337,257,6,263
10870174,977,753,2,755
11640114,760,520,2,522
22400176,462,322,2,324
43590146,1032,903,17,920
43580583,1918,1626,58,1684
32841165,3784,2931,37,2968
11650654,171,118,4,122
86551544,395,247,17,264
22421719,218,177,3,180
54370076,127,80,4,84
86550127,877,401,16,417
76400388,659,397,4,401
65130083,538,484,5,489
76350045,453,261,12,273
43582204,306,219,6,225
98380132,1030,639,6,645
43413465,1867,1351,26,1377
11830676,428,348,9,357
64960038,1249,944,0,944
97130662,1770,1391,5,1396
43418998,594,547,8,555
76490523,305,214,3,217
33000118,2435,1893,18,1911
43372065,1274,1203,30,1233
43500619,1087,841,7,848
32910230,2043,1636,17,1653
32930782,5263,3468,28,3496
32860829,1908,1456,9,1465
10330119,78,75,1,76
11100014,551,377,2,379
98380334,1888,1454,3,1457
32940222,2026,1489,26,1515
43600250,2361,1687,25,1712
43581731,794,582,17,599
43772227,1404,1128,33,1161
43391077,1699,1544,24,1568
54680373,62,49,1,50
10870589,665,432,6,438
11160100,1178,895,12,907
21860568,2434,1777,21,1798
43550052,763,540,4,544
54230048,1158,833,9,842
43693049,418,340,8,348
76291072,343,172,0,172
11800684,47,23,0,23
11170022,127,76,2,78
32951482,1508,1184,6,1190
97142463,775,787,3,790
10251234,2025,1469,18,1487
43414387,1639,1151,19,1170
11460462,139,92,5,97
98340127,936,591,6,597
11830766,181,122,2,124
43993110,742,542,3,545
11631697,293,163,3,166
76251090,306,242,0,242
97630016,1332,867,4,871
76140547,535,347,5,352
65530201,466,257,15,272
32840456,4804,3834,21,3855
76120231,325,211,1,212
97910084,347,233,5,238
43418347,295,259,1,260
10670318,485,375,10,385
11810517,646,382,2,384
76210455,634,422,10,432
65290091,31,28,1,29
43621589,856,572,8,580
54650291,2431,1404,25,1429
97130178,6081,3927,34,3961
54540503,285,246,4,250
10400027,1802,1186,20,1206
54540019,1512,1004,39,1043
32851289,2689,2397,7,2404
86660242,914,525,11,536
43772890,130,102,1,103
86580153,1259,860,17,877
97130189,2974,2429,12,2441
76200645,308,192,4,196
97690012,5939,4946,12,4958
11820822,426,311,1,312
10870040,313,186,0,186
22750040,1805,1101,7,1108
43411564,823,547,15,562
76450080,1234,530,15,545
21861019,993,711,11,722
10300262,2237,1558,7,1565
43413184,887,549,4,553
10780040,92,73,0,73
11600446,1025,800,12,812
76340707,497,317,6,323
43410170,1064,788,19,807
22630171,129,68,0,68
32900071,3343,2680,2,2682
22820082,69,42,0,42
43840021,2569,2027,7,2034
43690923,581,403,4,407
11631079,164,112,1,113
76370676,961,574,7,581
33270016,1005,554,15,569
32840041,3620,2816,11,2827
43775343,539,516,2,518
97130842,1608,1268,9,1277
10670161,964,745,14,759
43625459,590,473,3,476
10820539,330,236,2,238
33240046,2495,1739,6,1745
32951448,2586,1757,19,1776
43730120,1043,785,6,791
97092333,2652,1785,23,1808
97840154,474,220,3,223
76221255,333,276,3,279
11590163,659,418,14,432
86590165,1118,988,4,992
11030218,809,554,4,558
54570089,1132,654,9,663
86742412,375,257,4,261
65550023,1609,1121,15,1136
43580820,3990,3033,77,3110
86870278,1967,1648,9,1657
10840676,152,101,4,105
11020048,701,541,3,544
65300037,21,22,1,23
43361210,2369,1653,31,1684
43416008,337,218,6,224
11620998,83,70,0,70
76221019,694,555,9,564
10910966,212,151,3,154
43692240,966,552,11,563
11591322,211,0,0,0
10340075,183,126,3,129
97100557,3888,2982,51,3033
11771311,811,476,8,484
97140438,1451,924,6,930
11620853,217,155,2,157
43503724,1039,749,1,750
22421225,1023,625,16,641
54260041,3241,2085,6,2091
76310412,397,262,11,273
65550012,1786,832,3,835
43582989,1069,839,19,858
11810393,532,296,5,301
76370014,1046,564,40,604
43361298,2873,1886,26,1912
32841389,5089,2847,56,2903
32861325,2806,1972,26,1998
43500473,598,443,2,445
11830957,343,240,3,243
76080641,543,550,6,556
33010434,2531,1744,33,1777
43774577,1101,903,22,925
33110277,2855,2488,13,2501
32861673,2039,1485,7,1492
43691845,508,409,7,416
11650553,201,144,0,144
11070650,457,323,0,323
43584453,418,378,6,384
11760690,161,127,1,128
43570100,2012,1288,8,1296
43770034,450,312,0,312
21960019,2009,1348,22,1370
32951561,2081,1474,22,1496
43590124,1296,1501,13,1514
11590781,647,423,3,426
43993255,609,513,15,528
54911145,158,147,4,151
43993503,587,494,12,506
22420774,1845,1270,26,1296
76350551,880,559,20,579
43417098,216,150,2,152
43417447,540,350,6,356
33030414,1175,1275,6,1281
22160023,1821,1446,29,1475
76161056,369,285,4,289
43621051,367,251,10,261
11580296,470,299,0,299
65850059,319,293,1,294
76300062,2599,1687,23,1710
54870240,214,365,1,366
33000208,3171,2610,6,2616
43951204,1377,1312,2,1314
54910953,425,393,11,404
10590487,940,713,2,715
65840025,456,300,1,301
33000129,1966,1503,6,1509
11620088,970,646,11,657
11830575,599,414,6,420
87000072,624,517,2,519
86840017,2155,1448,9,1457
76160921,109,107,2,109
65350087,37,57,3,60
54540389,1154,692,0,692
10420063,756,595,7,602
54650246,3585,2619,54,2673
76450013,1945,1083,25,1108
76330447,783,442,7,449
11820316,599,340,1,341
32952630,748,1275,8,1283
11150097,267,216,1,217
43390504,3957,3187,12,3199
10840698,249,171,4,175
76190429,1626,934,20,954
43418358,353,284,5,289
86742399,481,286,9,295
86550778,2223,1438,33,1471
10910247,744,467,15,482
98050035,2965,1899,12,1911
76510201,649,442,3,445
43480346,279,301,1,302
43670066,2977,1977,24,2001
33240271,1209,802,26,828
10910179,338,216,6,222
10400072,294,186,2,188
43411777,314,173,3,176
33061171,1060,1040,6,1046
32910173,4422,3326,50,3376
97360038,445,276,2,278
32850020,4136,3132,13,3145
86740522,1152,732,14,746
76480937,606,372,0,372
65000180,1312,977,17,994
43370636,4953,4214,28,4242
10340053,174,148,0,148
54220159,1286,839,13,852
10251616,1353,1230,18,1248
22420448,705,546,10,556
86552512,2994,1345,42,1387
76130805,307,258,4,262
54910694,776,626,10,636
33260071,1814,1154,34,1188
11620268,390,250,1,251
65080032,395,291,7,298
54330162,1598,1289,15,1304
11790109,973,617,6,623
97520058,2097,1434,8,1442
76360844,161,106,4,110
97270027,967,708,2,710
65500129,71,53,0,53
11460103,258,147,1,148
54540806,1535,1419,16,1435
32862854,1256,1037,13,1050
97530228,1026,605,10,615
76290284,849,324,2,326
76320996,774,377,2,379
22590165,1393,969,16,985
