OBJECTID,FKLPROVID,SPROVINCE,FKLMUNICID,SMUNICIPAL,FKLWARDID,PKLVDNUMBE
1,1.00000,Eastern Cape,1102.00000,EC101 - Camdeboo [Graaff-Reinet],21001001.00000,10020014.00000
2,1.00000,Eastern Cape,1102.00000,EC101 - Camdeboo [Graaff-Reinet],21001001.00000,10020025.00000
3,1.00000,Eastern Cape,1106.00000,EC105 - Ndlambe [Port Alfred],21005001.00000,10030015.00000
4,1.00000,Eastern Cape,1106.00000,EC105 - Ndlambe [Port Alfred],21005002.00000,10030026.00000
5,1.00000,Eastern Cape,1106.00000,EC105 - Ndlambe [Port Alfred],21005001.00000,10030037.00000
6,1.00000,Eastern Cape,1106.00000,EC105 - Ndlambe [Port Alfred],21005002.00000,10030048.00000
7,1.00000,Eastern Cape,1105.00000,EC104 - Makana [Grahamstown],21004014.00000,10040016.00000
8,1.00000,Eastern Cape,1106.00000,EC105 - Ndlambe [Port Alfred],21005005.00000,10050017.00000
9,1.00000,Eastern Cape,1106.00000,EC105 - Ndlambe [Port Alfred],21005005.00000,10050028.00000
10,1.00000,Eastern Cape,1106.00000,EC105 - Ndlambe [Port Alfred],21005003.00000,10060018.00000
11,1.00000,Eastern Cape,1106.00000,EC105 - Ndlambe [Port Alfred],21005003.00000,10060029.00000
12,1.00000,Eastern Cape,1106.00000,EC105 - Ndlambe [Port Alfred],21005003.00000,10060030.00000
13,1.00000,Eastern Cape,1103.00000,EC102 - Blue Crane Route [Somerset East],21002006.00000,10070019.00000
14,1.00000,Eastern Cape,1103.00000,EC102 - Blue Crane Route [Somerset East],21002001.00000,10070020.00000
15,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300052.00000,10080010.00000
16,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300052.00000,10080021.00000
17,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300052.00000,10080032.00000
18,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300052.00000,10080043.00000
19,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300053.00000,10080054.00000
20,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300053.00000,10080065.00000
21,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300052.00000,10080076.00000
22,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300052.00000,10080087.00000
23,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300041.00000,10080098.00000
24,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300041.00000,10080100.00000
25,1.00000,Eastern Cape,1102.00000,EC101 - Camdeboo [Graaff-Reinet],21001006.00000,10090011.00000
26,1.00000,Eastern Cape,1102.00000,EC101 - Camdeboo [Graaff-Reinet],21001002.00000,10090022.00000
27,1.00000,Eastern Cape,1102.00000,EC101 - Camdeboo [Graaff-Reinet],21001002.00000,10090033.00000
28,1.00000,Eastern Cape,1102.00000,EC101 - Camdeboo [Graaff-Reinet],21001004.00000,10090044.00000
29,1.00000,Eastern Cape,1102.00000,EC101 - Camdeboo [Graaff-Reinet],21001005.00000,10090055.00000
30,1.00000,Eastern Cape,1102.00000,EC101 - Camdeboo [Graaff-Reinet],21001004.00000,10090066.00000
31,1.00000,Eastern Cape,1102.00000,EC101 - Camdeboo [Graaff-Reinet],21001004.00000,10090077.00000
32,1.00000,Eastern Cape,1102.00000,EC101 - Camdeboo [Graaff-Reinet],21001003.00000,10090088.00000
33,1.00000,Eastern Cape,1102.00000,EC101 - Camdeboo [Graaff-Reinet],21001007.00000,10090099.00000
34,1.00000,Eastern Cape,1102.00000,EC101 - Camdeboo [Graaff-Reinet],21001005.00000,10090101.00000
35,1.00000,Eastern Cape,1102.00000,EC101 - Camdeboo [Graaff-Reinet],21001006.00000,10090123.00000
36,1.00000,Eastern Cape,1102.00000,EC101 - Camdeboo [Graaff-Reinet],21001003.00000,10090134.00000
37,1.00000,Eastern Cape,1102.00000,EC101 - Camdeboo [Graaff-Reinet],21001007.00000,10090145.00000
38,1.00000,Eastern Cape,1105.00000,EC104 - Makana [Grahamstown],21004011.00000,10100013.00000
39,1.00000,Eastern Cape,1105.00000,EC104 - Makana [Grahamstown],21004006.00000,10100024.00000
40,1.00000,Eastern Cape,1105.00000,EC104 - Makana [Grahamstown],21004002.00000,10100035.00000
41,1.00000,Eastern Cape,1105.00000,EC104 - Makana [Grahamstown],21004002.00000,10100046.00000
42,1.00000,Eastern Cape,1105.00000,EC104 - Makana [Grahamstown],21004009.00000,10100057.00000
43,1.00000,Eastern Cape,1105.00000,EC104 - Makana [Grahamstown],21004010.00000,10100068.00000
44,1.00000,Eastern Cape,1105.00000,EC104 - Makana [Grahamstown],21004003.00000,10100079.00000
45,1.00000,Eastern Cape,1105.00000,EC104 - Makana [Grahamstown],21004007.00000,10100080.00000
46,1.00000,Eastern Cape,1105.00000,EC104 - Makana [Grahamstown],21004010.00000,10100091.00000
47,1.00000,Eastern Cape,1105.00000,EC104 - Makana [Grahamstown],21004009.00000,10100103.00000
48,1.00000,Eastern Cape,1105.00000,EC104 - Makana [Grahamstown],21004008.00000,10100114.00000
49,1.00000,Eastern Cape,1105.00000,EC104 - Makana [Grahamstown],21004008.00000,10100125.00000
50,1.00000,Eastern Cape,1105.00000,EC104 - Makana [Grahamstown],21004003.00000,10100136.00000
51,1.00000,Eastern Cape,1105.00000,EC104 - Makana [Grahamstown],21004004.00000,10100147.00000
52,1.00000,Eastern Cape,1105.00000,EC104 - Makana [Grahamstown],21004004.00000,10100158.00000
53,1.00000,Eastern Cape,1105.00000,EC104 - Makana [Grahamstown],21004012.00000,10100169.00000
54,1.00000,Eastern Cape,1105.00000,EC104 - Makana [Grahamstown],21004002.00000,10100170.00000
55,1.00000,Eastern Cape,1105.00000,EC104 - Makana [Grahamstown],21004005.00000,10100181.00000
56,1.00000,Eastern Cape,1105.00000,EC104 - Makana [Grahamstown],21004011.00000,10100192.00000
57,1.00000,Eastern Cape,1105.00000,EC104 - Makana [Grahamstown],21004005.00000,10100204.00000
58,1.00000,Eastern Cape,1105.00000,EC104 - Makana [Grahamstown],21004013.00000,10100215.00000
59,1.00000,Eastern Cape,1105.00000,EC104 - Makana [Grahamstown],21004006.00000,10100226.00000
60,1.00000,Eastern Cape,1105.00000,EC104 - Makana [Grahamstown],21004003.00000,10100237.00000
61,1.00000,Eastern Cape,1109.00000,EC108 - Kouga [Humansdorp],21008009.00000,10110014.00000
62,1.00000,Eastern Cape,1109.00000,EC108 - Kouga [Humansdorp],21008013.00000,10110025.00000
63,1.00000,Eastern Cape,1109.00000,EC108 - Kouga [Humansdorp],21008009.00000,10110036.00000
64,1.00000,Eastern Cape,1109.00000,EC108 - Kouga [Humansdorp],21008009.00000,10110058.00000
65,1.00000,Eastern Cape,1109.00000,EC108 - Kouga [Humansdorp],21008005.00000,10120015.00000
66,1.00000,Eastern Cape,1109.00000,EC108 - Kouga [Humansdorp],21008015.00000,10120026.00000
67,1.00000,Eastern Cape,1109.00000,EC108 - Kouga [Humansdorp],21008004.00000,10120037.00000
68,1.00000,Eastern Cape,1109.00000,EC108 - Kouga [Humansdorp],21008004.00000,10120048.00000
69,1.00000,Eastern Cape,1109.00000,EC108 - Kouga [Humansdorp],21008006.00000,10120059.00000
70,1.00000,Eastern Cape,1109.00000,EC108 - Kouga [Humansdorp],21008004.00000,10120060.00000
71,1.00000,Eastern Cape,1109.00000,EC108 - Kouga [Humansdorp],21008015.00000,10120071.00000
72,1.00000,Eastern Cape,1104.00000,EC103 - Ikwezi [Jansenville],21003001.00000,10130016.00000
73,1.00000,Eastern Cape,1104.00000,EC103 - Ikwezi [Jansenville],21003002.00000,10130027.00000
74,1.00000,Eastern Cape,1109.00000,EC108 - Kouga [Humansdorp],21008003.00000,10140017.00000
75,1.00000,Eastern Cape,1109.00000,EC108 - Kouga [Humansdorp],21008011.00000,10140028.00000
76,1.00000,Eastern Cape,1109.00000,EC108 - Kouga [Humansdorp],21008014.00000,10140039.00000
77,1.00000,Eastern Cape,1109.00000,EC108 - Kouga [Humansdorp],21008002.00000,10140040.00000
78,1.00000,Eastern Cape,1109.00000,EC108 - Kouga [Humansdorp],21008014.00000,10140051.00000
79,1.00000,Eastern Cape,1109.00000,EC108 - Kouga [Humansdorp],21008008.00000,10140062.00000
80,1.00000,Eastern Cape,1110.00000,EC109 - Kou-Kamma [Kareedouw],21009003.00000,10150018.00000
81,1.00000,Eastern Cape,1110.00000,EC109 - Kou-Kamma [Kareedouw],21009004.00000,10160019.00000
82,1.00000,Eastern Cape,1106.00000,EC105 - Ndlambe [Port Alfred],21005004.00000,10170010.00000
83,1.00000,Eastern Cape,1106.00000,EC105 - Ndlambe [Port Alfred],21005004.00000,10170021.00000
84,1.00000,Eastern Cape,1107.00000,EC106 - Sundays River Valley [Kirkwood],21006001.00000,10180011.00000
85,1.00000,Eastern Cape,1107.00000,EC106 - Sundays River Valley [Kirkwood],21006001.00000,10180022.00000
86,1.00000,Eastern Cape,1107.00000,EC106 - Sundays River Valley [Kirkwood],21006002.00000,10180033.00000
87,1.00000,Eastern Cape,1107.00000,EC106 - Sundays River Valley [Kirkwood],21006001.00000,10180044.00000
88,1.00000,Eastern Cape,1107.00000,EC106 - Sundays River Valley [Kirkwood],21006002.00000,10180055.00000
89,1.00000,Eastern Cape,1107.00000,EC106 - Sundays River Valley [Kirkwood],21006002.00000,10180066.00000
90,1.00000,Eastern Cape,1104.00000,EC103 - Ikwezi [Jansenville],21003003.00000,10190012.00000
91,1.00000,Eastern Cape,1102.00000,EC101 - Camdeboo [Graaff-Reinet],21001007.00000,10200014.00000
92,1.00000,Eastern Cape,1109.00000,EC108 - Kouga [Humansdorp],21008013.00000,10210015.00000
93,1.00000,Eastern Cape,1109.00000,EC108 - Kouga [Humansdorp],21008010.00000,10210026.00000
94,1.00000,Eastern Cape,1107.00000,EC106 - Sundays River Valley [Kirkwood],21006004.00000,10220016.00000
95,1.00000,Eastern Cape,1107.00000,EC106 - Sundays River Valley [Kirkwood],21006008.00000,10220027.00000
96,1.00000,Eastern Cape,1103.00000,EC102 - Blue Crane Route [Somerset East],21002004.00000,10230017.00000
97,1.00000,Eastern Cape,1103.00000,EC102 - Blue Crane Route [Somerset East],21002004.00000,10230028.00000
98,1.00000,Eastern Cape,1103.00000,EC102 - Blue Crane Route [Somerset East],21002004.00000,10230039.00000
99,1.00000,Eastern Cape,1106.00000,EC105 - Ndlambe [Port Alfred],21005010.00000,10240018.00000
100,1.00000,Eastern Cape,1106.00000,EC105 - Ndlambe [Port Alfred],21005008.00000,10240029.00000
101,1.00000,Eastern Cape,1106.00000,EC105 - Ndlambe [Port Alfred],21005009.00000,10240030.00000
102,1.00000,Eastern Cape,1106.00000,EC105 - Ndlambe [Port Alfred],21005008.00000,10240041.00000
103,1.00000,Eastern Cape,1106.00000,EC105 - Ndlambe [Port Alfred],21005007.00000,10240052.00000
104,1.00000,Eastern Cape,1106.00000,EC105 - Ndlambe [Port Alfred],21005006.00000,10240063.00000
105,1.00000,Eastern Cape,1106.00000,EC105 - Ndlambe [Port Alfred],21005009.00000,10240074.00000
106,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300001.00000,10250019.00000
107,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300002.00000,10250020.00000
108,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300004.00000,10250031.00000
109,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300004.00000,10250042.00000
110,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300004.00000,10250053.00000
111,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300001.00000,10250064.00000
112,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300006.00000,10250075.00000
113,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300003.00000,10250086.00000
114,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300003.00000,10250097.00000
115,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300006.00000,10250109.00000
116,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300008.00000,10250110.00000
117,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300008.00000,10250121.00000
118,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300039.00000,10250132.00000
119,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300008.00000,10250143.00000
120,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300039.00000,10250154.00000
121,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300039.00000,10250165.00000
122,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300009.00000,10250176.00000
123,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300012.00000,10250187.00000
124,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300009.00000,10250198.00000
125,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300012.00000,10250200.00000
126,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300006.00000,10250222.00000
127,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300007.00000,10250233.00000
128,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300005.00000,10250244.00000
129,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300007.00000,10250255.00000
130,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300011.00000,10250266.00000
131,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300007.00000,10250277.00000
132,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300011.00000,10250288.00000
133,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300010.00000,10250299.00000
134,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300010.00000,10250301.00000
135,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300010.00000,10250312.00000
136,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300012.00000,10250323.00000
137,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300010.00000,10250334.00000
138,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300012.00000,10250345.00000
139,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300013.00000,10250356.00000
140,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300013.00000,10250367.00000
141,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300013.00000,10250378.00000
142,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300013.00000,10250389.00000
143,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300031.00000,10250390.00000
144,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300032.00000,10250402.00000
145,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300032.00000,10250413.00000
146,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300035.00000,10250424.00000
147,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300035.00000,10250435.00000
148,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300034.00000,10250457.00000
149,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300029.00000,10250468.00000
150,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300032.00000,10250479.00000
151,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300029.00000,10250480.00000
152,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300035.00000,10250491.00000
153,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300041.00000,10250503.00000
154,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300038.00000,10250514.00000
155,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300038.00000,10250525.00000
156,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300034.00000,10250536.00000
157,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300034.00000,10250547.00000
158,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300037.00000,10250558.00000
159,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300038.00000,10250569.00000
160,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300037.00000,10250570.00000
161,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300037.00000,10250581.00000
162,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300033.00000,10250592.00000
163,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300033.00000,10250615.00000
164,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300033.00000,10250626.00000
165,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300033.00000,10250637.00000
166,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300032.00000,10250648.00000
167,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300031.00000,10250659.00000
168,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300036.00000,10250660.00000
169,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300036.00000,10250671.00000
170,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300030.00000,10250682.00000
171,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300030.00000,10250693.00000
172,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300030.00000,10250705.00000
173,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300028.00000,10250716.00000
174,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300028.00000,10250727.00000
175,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300028.00000,10250738.00000
176,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300028.00000,10250749.00000
177,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300028.00000,10250750.00000
178,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300027.00000,10250761.00000
179,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300027.00000,10250772.00000
180,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300027.00000,10250783.00000
181,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300025.00000,10250794.00000
182,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300026.00000,10250806.00000
183,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300026.00000,10250817.00000
184,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300027.00000,10250828.00000
185,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300024.00000,10250839.00000
186,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300026.00000,10250840.00000
187,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300025.00000,10250851.00000
188,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300030.00000,10250862.00000
189,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300054.00000,10250873.00000
190,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300054.00000,10250884.00000
191,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300055.00000,10250895.00000
192,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300055.00000,10250907.00000
193,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300055.00000,10250918.00000
194,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300057.00000,10250929.00000
195,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300057.00000,10250930.00000
196,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300058.00000,10250941.00000
197,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300057.00000,10250952.00000
198,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300059.00000,10250963.00000
199,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300059.00000,10250974.00000
200,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300059.00000,10250985.00000
201,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300058.00000,10250996.00000
202,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300023.00000,10251009.00000
203,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300058.00000,10251010.00000
204,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300056.00000,10251021.00000
205,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300056.00000,10251032.00000
206,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300056.00000,10251043.00000
207,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300023.00000,10251054.00000
208,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300023.00000,10251065.00000
209,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300060.00000,10251076.00000
210,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300002.00000,10251087.00000
211,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300002.00000,10251098.00000
212,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300003.00000,10251100.00000
213,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300002.00000,10251111.00000
214,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300005.00000,10251122.00000
215,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300007.00000,10251144.00000
216,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300005.00000,10251155.00000
217,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300054.00000,10251166.00000
218,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300011.00000,10251177.00000
219,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300031.00000,10251188.00000
220,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300011.00000,10251199.00000
221,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300025.00000,10251201.00000
222,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300014.00000,10251212.00000
223,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300015.00000,10251223.00000
224,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300014.00000,10251234.00000
225,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300014.00000,10251245.00000
226,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300015.00000,10251256.00000
227,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300015.00000,10251267.00000
228,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300017.00000,10251278.00000
229,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300017.00000,10251289.00000
230,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300017.00000,10251290.00000
231,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300018.00000,10251302.00000
232,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300018.00000,10251313.00000
233,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300016.00000,10251324.00000
234,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300017.00000,10251335.00000
235,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300016.00000,10251346.00000
236,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300016.00000,10251357.00000
237,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300020.00000,10251368.00000
238,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300020.00000,10251379.00000
239,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300025.00000,10251380.00000
240,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300020.00000,10251391.00000
241,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300022.00000,10251403.00000
242,1.00000,Eastern Cape,1001.00000,NMA - Nelson Mandela Bay [Port Elizabeth],29300022.00000,10251414.00000
