OBJECTID,FKLPROVID,SPROVINCE,FKLMUNICID,SMUNICIPAL,FKLWARDID,PKLVDNUMBE
6508,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800091.00000,32850569.00000
6509,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800091.00000,32850581.00000
6510,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800109.00000,32850592.00000
6511,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800103.00000,32850604.00000
6512,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800090.00000,32850615.00000
6513,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800103.00000,32850626.00000
6514,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800090.00000,32850637.00000
6515,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800103.00000,32850648.00000
6516,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800103.00000,32850659.00000
6517,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800109.00000,32850671.00000
6518,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800106.00000,32850682.00000
6519,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800108.00000,32850693.00000
6520,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800109.00000,32850705.00000
6521,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800109.00000,32850716.00000
6522,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800032.00000,32850727.00000
6523,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800093.00000,32850738.00000
6524,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800106.00000,32850749.00000
6525,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800103.00000,32850750.00000
6526,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800093.00000,32850761.00000
6527,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800106.00000,32850772.00000
6528,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800102.00000,32850783.00000
6529,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800107.00000,32850794.00000
6530,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800107.00000,32850806.00000
6531,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800108.00000,32850817.00000
6532,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800105.00000,32850828.00000
6533,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800116.00000,32850839.00000
6534,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800104.00000,32850840.00000
6535,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800107.00000,32850862.00000
6536,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800116.00000,32850873.00000
6537,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800105.00000,32850884.00000
6538,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800116.00000,32850895.00000
6539,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800075.00000,32850907.00000
6540,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800106.00000,32850918.00000
6541,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800067.00000,32850929.00000
6542,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800032.00000,32850930.00000
6543,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800075.00000,32850952.00000
6544,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800076.00000,32850974.00000
6545,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800063.00000,32850985.00000
6546,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800066.00000,32850996.00000
6547,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800075.00000,32851009.00000
6548,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800075.00000,32851010.00000
6549,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800091.00000,32851021.00000
6550,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800105.00000,32851032.00000
6551,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800081.00000,32851043.00000
6552,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800116.00000,32851054.00000
6553,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800108.00000,32851065.00000
6554,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800108.00000,32851076.00000
6555,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800065.00000,32851087.00000
6556,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800076.00000,32851098.00000
6557,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800066.00000,32851100.00000
6558,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800076.00000,32851111.00000
6559,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800105.00000,32851122.00000
6560,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800105.00000,32851133.00000
6561,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800116.00000,32851144.00000
6562,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800081.00000,32851155.00000
6563,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800107.00000,32851166.00000
6564,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800075.00000,32851177.00000
6565,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800072.00000,32851188.00000
6566,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800107.00000,32851199.00000
6567,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800105.00000,32851201.00000
6568,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800064.00000,32851212.00000
6569,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800063.00000,32851223.00000
6570,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800064.00000,32851234.00000
6571,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800064.00000,32851245.00000
6572,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800118.00000,32851256.00000
6573,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800091.00000,32851267.00000
6574,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800032.00000,32851278.00000
6575,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800093.00000,32851289.00000
6576,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800066.00000,32851290.00000
6577,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800066.00000,32851302.00000
6578,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800074.00000,32851313.00000
6579,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800074.00000,32851324.00000
6580,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800074.00000,32851335.00000
6581,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800108.00000,32851346.00000
6582,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800123.00000,32851357.00000
6583,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800117.00000,32851368.00000
6584,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800093.00000,32851379.00000
6585,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800124.00000,32860010.00000
6586,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800010.00000,32860021.00000
6587,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800060.00000,32860032.00000
6588,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800060.00000,32860043.00000
6589,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800060.00000,32860054.00000
6590,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800010.00000,32860065.00000
6591,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800010.00000,32860087.00000
6592,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800065.00000,32860098.00000
6593,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800124.00000,32860100.00000
6594,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800057.00000,32860111.00000
6595,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800060.00000,32860122.00000
6596,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800119.00000,32860133.00000
6597,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800054.00000,32860144.00000
6598,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800055.00000,32860155.00000
6599,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800054.00000,32860166.00000
6600,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800124.00000,32860177.00000
6601,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800055.00000,32860188.00000
6602,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800124.00000,32860199.00000
6603,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800124.00000,32860201.00000
6604,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800056.00000,32860212.00000
6605,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800056.00000,32860223.00000
6606,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800056.00000,32860234.00000
6607,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800056.00000,32860245.00000
6608,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800057.00000,32860256.00000
6609,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800057.00000,32860267.00000
6610,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800057.00000,32860278.00000
6611,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800057.00000,32860289.00000
6612,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800023.00000,32860290.00000
6613,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800023.00000,32860302.00000
6614,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800055.00000,32860313.00000
6615,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800055.00000,32860324.00000
6616,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800054.00000,32860335.00000
6617,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800125.00000,32860346.00000
6618,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800054.00000,32860357.00000
6619,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800023.00000,32860368.00000
6620,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800125.00000,32860379.00000
6621,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800122.00000,32860380.00000
6622,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800018.00000,32860391.00000
6623,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800119.00000,32860403.00000
6624,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800010.00000,32860414.00000
6625,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800059.00000,32860436.00000
6626,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800019.00000,32860447.00000
6627,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800059.00000,32860458.00000
6628,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800122.00000,32860469.00000
6629,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800018.00000,32860470.00000
6630,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800018.00000,32860481.00000
6631,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800018.00000,32860492.00000
6632,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800018.00000,32860504.00000
6633,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800017.00000,32860515.00000
6634,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800018.00000,32860526.00000
6635,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800018.00000,32860537.00000
6636,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800017.00000,32860548.00000
6637,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800017.00000,32860559.00000
6638,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800017.00000,32860560.00000
6639,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800023.00000,32860571.00000
6640,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800017.00000,32860582.00000
6641,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800011.00000,32860593.00000
6642,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800011.00000,32860605.00000
6643,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800009.00000,32860616.00000
6644,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800010.00000,32860627.00000
6645,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800009.00000,32860638.00000
6646,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800009.00000,32860649.00000
6647,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800010.00000,32860650.00000
6648,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800009.00000,32860661.00000
6649,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800008.00000,32860672.00000
6650,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800009.00000,32860683.00000
6651,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800008.00000,32860694.00000
6652,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800122.00000,32860706.00000
6653,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800005.00000,32860717.00000
6654,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800001.00000,32860728.00000
6655,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800034.00000,32860739.00000
6656,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800122.00000,32860740.00000
6657,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800056.00000,32860751.00000
6658,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800013.00000,32860762.00000
6659,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800120.00000,32860773.00000
6660,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800121.00000,32860784.00000
6661,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800121.00000,32860795.00000
6662,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800120.00000,32860807.00000
6663,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800120.00000,32860818.00000
6664,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800121.00000,32860829.00000
6665,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800121.00000,32860830.00000
6666,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800001.00000,32860841.00000
6667,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800004.00000,32860852.00000
6668,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800004.00000,32860863.00000
6669,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800003.00000,32860874.00000
6670,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800004.00000,32860885.00000
6671,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800001.00000,32860896.00000
6672,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800003.00000,32860908.00000
6673,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800005.00000,32860919.00000
6674,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800003.00000,32860920.00000
6675,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800003.00000,32860931.00000
6676,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800005.00000,32860942.00000
6677,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800001.00000,32860953.00000
6678,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800002.00000,32860964.00000
6679,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800003.00000,32860986.00000
6680,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800005.00000,32860997.00000
6681,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800002.00000,32861000.00000
6682,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800002.00000,32861011.00000
6683,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800001.00000,32861022.00000
6684,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800002.00000,32861033.00000
6685,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800007.00000,32861044.00000
6686,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800007.00000,32861055.00000
6687,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800007.00000,32861066.00000
6688,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800007.00000,32861077.00000
6689,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800004.00000,32861088.00000
6690,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800005.00000,32861099.00000
6691,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800004.00000,32861101.00000
6692,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800004.00000,32861112.00000
6693,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800005.00000,32861123.00000
6694,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800005.00000,32861134.00000
6695,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800038.00000,32861145.00000
6696,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800051.00000,32861156.00000
6697,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800046.00000,32861167.00000
6698,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800021.00000,32861178.00000
6699,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800012.00000,32861189.00000
6700,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800038.00000,32861190.00000
6701,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800038.00000,32861202.00000
6702,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800038.00000,32861213.00000
6703,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800038.00000,32861224.00000
6704,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800039.00000,32861235.00000
6705,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800013.00000,32861246.00000
6706,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800037.00000,32861257.00000
6707,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800037.00000,32861268.00000
6708,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800036.00000,32861279.00000
6709,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800036.00000,32861280.00000
6710,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800036.00000,32861291.00000
6711,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800039.00000,32861303.00000
6712,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800039.00000,32861314.00000
6713,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800039.00000,32861325.00000
6714,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800039.00000,32861336.00000
6715,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800036.00000,32861347.00000
6716,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800036.00000,32861358.00000
6717,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800036.00000,32861369.00000
6718,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800035.00000,32861370.00000
6719,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800047.00000,32861381.00000
6720,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800033.00000,32861392.00000
6721,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800035.00000,32861404.00000
6722,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800047.00000,32861415.00000
6723,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800037.00000,32861426.00000
6724,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800034.00000,32861437.00000
6725,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800033.00000,32861448.00000
6726,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800013.00000,32861459.00000
6727,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800033.00000,32861460.00000
6728,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800033.00000,32861471.00000
6729,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800019.00000,32861482.00000
6730,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800033.00000,32861493.00000
6731,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800034.00000,32861505.00000
6732,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800035.00000,32861516.00000
6733,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800034.00000,32861527.00000
6734,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800035.00000,32861538.00000
6735,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800015.00000,32861549.00000
6736,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800035.00000,32861550.00000
6737,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800037.00000,32861561.00000
6738,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800035.00000,32861572.00000
6739,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800037.00000,32861583.00000
6740,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800019.00000,32861594.00000
6741,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800015.00000,32861606.00000
6742,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800019.00000,32861617.00000
6743,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800019.00000,32861628.00000
6744,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800019.00000,32861639.00000
6745,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800015.00000,32861640.00000
6746,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800016.00000,32861651.00000
6747,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800016.00000,32861662.00000
6748,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800016.00000,32861673.00000
6749,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800015.00000,32861684.00000
6750,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800033.00000,32861695.00000
6751,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800015.00000,32861707.00000
6752,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800015.00000,32861718.00000
6753,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800033.00000,32861729.00000
6754,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800034.00000,32861730.00000
6755,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800016.00000,32861741.00000
6756,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800016.00000,32861752.00000
6757,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800016.00000,32861763.00000
6758,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800016.00000,32861774.00000
6759,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800016.00000,32861785.00000
6760,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800015.00000,32861796.00000
6761,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800046.00000,32861808.00000
6762,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800046.00000,32861819.00000
6763,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800046.00000,32861820.00000
6764,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800014.00000,32861831.00000
6765,3.00000,Gauteng,3003.00000,JHB - City of Johannesburg [Johannesburg],79800046.00000,32861842.00000
